task,group,priority,route,status,frozen,parent_package_sha,parent_model_sha,parent_memory,parent_params,parent_cost,parent_points,parent_valid,archive_present,archive_valid,archive_sha,archive_memory,archive_params,archive_cost,method_family,archive_transfer_hint,current_winner_source,winner_in_parent,examples_checked,examples_passed,output_shape_rule,input_colors,new_output_colors,rule_category,candidate_name,candidate_sha,candidate_memory,candidate_params,candidate_cost,delta_cost,delta_points,accepted,artifact_path,provenance,rejection_reason,notes
task224,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,19dc5eb3d8d60488e06a9eb8077fe28def5570ed6db2af3524f283a5e3053894,1508,44,1552,17.652700299256836,true,true,true,19dc5eb3d8d60488e06a9eb8077fe28def5570ed6db2af3524f283a5e3053894,1508,44,1552,general_tensor_graph,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task225,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,682e08ff319c04ab4d5b8b7e89294895559525a24f8a29f4167afc3e4754e610,0,363,363,19.105597165735148,true,true,true,682e08ff319c04ab4d5b8b7e89294895559525a24f8a29f4167afc3e4754e610,0,363,363,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task230,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6d09556bda497a99672ed1654ae04eaed72f7e155dccfd0221d0485d19fa96ab,0,460,460,18.86877351051686,true,true,true,264f6d16a7028d7a07c0ed29e2018e0786f390f4d6cb69c04aeede59566aed4a,0,900,900,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;5,1;2;3;4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task237,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6f7bfabe83cacf536476b367457edbbbb4cadac685377c305153018e9f030d9c,108,617,725,18.413828345145326,true,true,true,6f7bfabe83cacf536476b367457edbbbb4cadac685377c305153018e9f030d9c,108,617,725,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task284,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,f56d4cd53f0e4dc9ef579a1917b0855a1e50164583152c1718980e46b6f26a19,2334,167,2501,17.17555406912238,true,true,true,f56d4cd53f0e4dc9ef579a1917b0855a1e50164583152c1718980e46b6f26a19,2334,167,2501,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task301,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,5cbf98f6d33c2a080e6c00f6ff806e2907757abfe5282aa106ad0d34e95bff18,1077,64,1141,17.960339650137925,true,true,true,5cbf98f6d33c2a080e6c00f6ff806e2907757abfe5282aa106ad0d34e95bff18,1077,64,1141,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task302,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,1216,558,1774,17.519007837130474,true,true,true,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,1216,558,1774,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,266,266,same_shape,0;5,6;7;8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task304,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,33276d90fabe23c8b107ab4823b515e1f6f91e010712549c99ce85e44fd87807,0,300,300,19.2962175253438,true,true,true,33276d90fabe23c8b107ab4823b515e1f6f91e010712549c99ce85e44fd87807,0,300,300,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,1;2;3;4;5;6;7;8;9,0,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task315,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c949139725d6492da4802002e4608ce88f9bf8290d32c211dbf8e024a911102e,0,230,230,19.561920691076804,true,true,true,c949139725d6492da4802002e4608ce88f9bf8290d32c211dbf8e024a911102e,0,230,230,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,0;1;2,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task332,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,9cc8f43825d9d730411e64532258029c695b5f5a6ff06bb543aca67424c81bf4,0,80,80,20.61797336532612,true,true,true,9cc8f43825d9d730411e64532258029c695b5f5a6ff06bb543aca67424c81bf4,0,80,80,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,267,267,same_shape,0;5,3,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task335,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,7ab1753a6d6407e1bd3f20115005d1a4bed20d0c51b4a00aa595cdd4bc0ad55c,932,78,1010,18.082294390164694,true,true,true,7ab1753a6d6407e1bd3f20115005d1a4bed20d0c51b4a00aa595cdd4bc0ad55c,932,78,1010,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;2;8,4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task351,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c657e08a27228c68249ab34f4197ff9b3b7b27601b05a0a51c415384ded11a8c,937,58,995,18.097257262841406,true,true,true,c657e08a27228c68249ab34f4197ff9b3b7b27601b05a0a51c415384ded11a8c,937,58,995,general_tensor_graph,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,265,265,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task356,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1292065051659c4c459876e2cb867d33b078633dc5b70777947a25006f3a98c7,1200,20,1220,17.893393862272696,true,true,true,1292065051659c4c459876e2cb867d33b078633dc5b70777947a25006f3a98c7,1200,20,1220,pool_propagation,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,266,266,same_shape,0;8,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task362,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,628facede3892e075158ac83c8f3d09092565d7120bee9204861e18d35e0916d,40,81,121,20.20420945440326,true,true,true,628facede3892e075158ac83c8f3d09092565d7120bee9204861e18d35e0916d,40,81,121,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task372,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,24d7aee00fb81741252f5d3bc602f5059203a378cb3c0d70b1968dbea1aa3f4a,0,360,360,19.113895968549844,true,true,true,e80771f0f7b8440f457c8ac7423250344ab4f757b18ce148c1bd5644377fc21a,0,710,710,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task378,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,d9534edbbde94b6e0916add9f3488a6a7e13b27198b44a7d0a2ca501086a92e9,1934,46,1980,17.40914787631142,true,true,true,d9534edbbde94b6e0916add9f3488a6a7e13b27198b44a7d0a2ca501086a92e9,1934,46,1980,reduction_mask_logic,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task381,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,71df761292473fc054e8e7c68b568112e8da72af336cfc81b0ba5186166dcbf0,1684,66,1750,17.532628933082442,true,true,true,f869ed167b89a063fcd8e4c304ac7893944afec9009f6af7d5725a41cf080d8d,1684,69,1753,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,same_shape,0;2,9,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task382,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6eab7bda304bfba156351009e38cadee5e8a9d12b74f511cb89e42ecb6c44a02,4000,206,4206,16.655732643737355,true,true,true,6eab7bda304bfba156351009e38cadee5e8a9d12b74f511cb89e42ecb6c44a02,4000,206,4206,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;2;8,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task383,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c35cf60ee9853ded50c5d7aae613dac4a650fb6c5f1085ed7f26bb27b348defe,3544,77,3621,16.80549449023436,true,true,true,c35cf60ee9853ded50c5d7aae613dac4a650fb6c5f1085ed7f26bb27b348defe,3544,77,3621,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task388,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,f9cded9e549cdcb6682ddc1d5af37e7d7c6b25020f58ce8801537009e0c4e46b,80,1022,1102,17.99511801028714,true,true,true,f9cded9e549cdcb6682ddc1d5af37e7d7c6b25020f58ce8801537009e0c4e46b,80,1022,1102,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;9,8,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task392,C,P1,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6414c2eda9be72073ded28a5b986a93f408c6e64505840ecdca95250d1f350c0,358,811,1169,17.936096038527932,true,true,true,6414c2eda9be72073ded28a5b986a93f408c6e64505840ecdca95250d1f350c0,358,811,1169,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;6;7;8;9,5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task010,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,3f065a8894aa271eaf4c83431e8eb7933593a175bc744ed18abe31795ba8a1bd,670,332,1002,18.09024671835519,true,true,true,3f065a8894aa271eaf4c83431e8eb7933593a175bc744ed18abe31795ba8a1bd,670,332,1002,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,same_shape,0;5,1;2;3;4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task020,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,d3c6ee8b7b082f80d94dd463de68edf8a4bda5a89715ea824d497ccd14a19e67,712,307,1019,18.073422966777276,true,true,true,d3c6ee8b7b082f80d94dd463de68edf8a4bda5a89715ea824d497ccd14a19e67,712,307,1019,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;3;4;8,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task030,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,de6d82827b7068be75f5fc0212570b094e090b2fc7edb01a5a1773293028df3b,1330,130,1460,17.713808285297617,true,true,true,de6d82827b7068be75f5fc0212570b094e090b2fc7edb01a5a1773293028df3b,1330,130,1460,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1;2;4,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task032,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,0,910,910,18.186555400489105,true,true,true,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,0,910,910,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task036,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,737fc8388cfe8f40c28548b59f0954e8b3c2f8284cf85a208efc7cdb45525726,961,90,1051,18.04250262912305,true,true,true,737fc8388cfe8f40c28548b59f0954e8b3c2f8284cf85a208efc7cdb45525726,961,90,1051,reduction_mask_logic,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task041,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,169a7fd692c6e4f5f99772e34f59ab31d1d8adbb3629bc2d962dfb96683609bc,0,460,460,18.86877351051686,true,true,true,169a7fd692c6e4f5f99772e34f59ab31d1d8adbb3629bc2d962dfb96683609bc,0,460,460,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task045,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,151314a926f7a39e4ab3bef82481b135f2e5382cef065996d7d59c1a6115db84,0,90,90,20.500190329669735,true,true,true,151314a926f7a39e4ab3bef82481b135f2e5382cef065996d7d59c1a6115db84,0,90,90,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task047,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,7a9b76d46fa67b896ead9c80c3c13e8a408bb0d969aa6c4054fb74c6bb0caf58,826,36,862,18.240744729336306,true,true,true,7a9b76d46fa67b896ead9c80c3c13e8a408bb0d969aa6c4054fb74c6bb0caf58,826,36,862,bitpacked_state_logic,pack_boolean_state_before_spatial_materialization,batch13_parent,true,265,265,same_shape,0;7;8,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task055,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c10324dc3827ff7efc3a305ecb421cffaf454e48cbacf77395e3f90cce454584,1680,176,1856,17.473821086653853,true,true,true,c10324dc3827ff7efc3a305ecb421cffaf454e48cbacf77395e3f90cce454584,1680,176,1856,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,263,263,same_shape,0;8,1;2;3;4;6,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task089,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c1061a80819e8b6d8085da714e88ac10ad70b54015ca2f45607014be1d230bc7,3479,38,3517,16.834636367526016,true,true,true,c1061a80819e8b6d8085da714e88ac10ad70b54015ca2f45607014be1d230bc7,3479,38,3517,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task099,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6c419ff35ddc8651209c1ac5f32b0f2aecce69501cd274348e10c97a469bcfed,0,504,504,18.777423731928632,true,true,true,6c419ff35ddc8651209c1ac5f32b0f2aecce69501cd274348e10c97a469bcfed,0,504,504,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task105,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,0bfd8e36dea78bf5007156c7822749131a60d8f6bc5d8a5451ea2e0d4ced06be,1254,213,1467,17.70902522185702,true,true,true,0bfd8e36dea78bf5007156c7822749131a60d8f6bc5d8a5451ea2e0d4ced06be,1254,213,1467,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,266,266,same_shape,0;1,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task106,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,e1830f3821bacd5471705e7a966cdea81ee40634c2132e856403d4a2f2321448,452,174,626,18.560649628899903,true,true,true,e1830f3821bacd5471705e7a966cdea81ee40634c2132e856403d4a2f2321448,452,174,626,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task114,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,03c90fe4b741434e2004400ec23e6f7e9d9052d1046e6c662d33e7d0f06c44bd,0,251,251,19.47454706086822,true,true,true,03c90fe4b741434e2004400ec23e6f7e9d9052d1046e6c662d33e7d0f06c44bd,0,251,251,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3;4;8,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task115,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,3d1c4857fc063a6cfadb4333ebf89b1082e9e12613cdfba67f6f741d0a13a34d,944,70,1014,18.078341815848873,true,true,true,3d1c4857fc063a6cfadb4333ebf89b1082e9e12613cdfba67f6f741d0a13a34d,944,70,1014,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,shape_change,1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task127,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2421f9f0f87224c60a248e8d2e6577324615aef1a990193582137234da46f320,204,192,396,19.01858578874552,true,true,true,2421f9f0f87224c60a248e8d2e6577324615aef1a990193582137234da46f320,204,192,396,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5,6;7;8;9,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task147,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,432,100,532,18.723356510658355,true,true,true,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,432,100,532,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,same_shape,0;3,8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task153,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ae90a8eee39a4f61c2e7be034132efcb3976f0b0245ca053b1a19a7a6cd16f12,723,52,775,18.347136970646652,true,true,true,cc41bafe54a98f1d19c700807c9620636cc7f839ac016b8c89ed74de2006562e,741,52,793,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task154,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,7b40abef1673818c738f89fdaea726928d9b1fbafe0f05c5b940b93ba499529a,2581,98,2679,17.10680113045539,true,true,true,7b40abef1673818c738f89fdaea726928d9b1fbafe0f05c5b940b93ba499529a,2581,98,2679,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;2;5,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task157,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,14f7ecf0fa38c088cdaeed1d5f142bcf04082d4d54600159f2e7e05fa3a7cc6a,3847,192,4039,16.696247584436588,true,true,true,14f7ecf0fa38c088cdaeed1d5f142bcf04082d4d54600159f2e7e05fa3a7cc6a,3847,192,4039,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,265,265,same_shape,0;2;5,1,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task160,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,4009d245574a3c5628037d425de0c5e9c4bf45e9d091aff99f67916c50eca6c3,1164,170,1334,17.804062773524432,true,true,true,4009d245574a3c5628037d425de0c5e9c4bf45e9d091aff99f67916c50eca6c3,1164,170,1334,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,265,265,same_shape,0;1,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task200,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1e529cfaf059e7c37000455e34dd4715ac501ef5ca1312b6a43ba5a3d3fdc68c,420,203,623,18.565453481212547,true,true,true,1e529cfaf059e7c37000455e34dd4715ac501ef5ca1312b6a43ba5a3d3fdc68c,420,203,623,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,84,84,same_shape,0;1;2;3;4;6;7;8;9,5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task217,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,6f702690e2769bff117871d891c2ac5e79d2b017f0cb48ba289a20b3f6c472a7,1429,41,1470,17.70698232022722,true,true,true,6f702690e2769bff117871d891c2ac5e79d2b017f0cb48ba289a20b3f6c472a7,1429,41,1470,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task226,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,77e1c631c2b9911bc62588db803675cc349c7714f5e95fa8549b6f75dbd1447a,1513,21,1534,17.664366018072798,true,true,true,77e1c631c2b9911bc62588db803675cc349c7714f5e95fa8549b6f75dbd1447a,1513,21,1534,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,133,133,same_shape,0;5,1;2;3,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task232,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,c9080306bbd1480dd44632366298265f141732323a7ec95175626cd70d7baa74,0,1410,1410,17.748655016627787,true,true,true,c9080306bbd1480dd44632366298265f141732323a7ec95175626cd70d7baa74,0,1410,1410,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1;2;3;4;6;7;8;9,5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
