task,file,bytes,sha256,train_examples,arc_gen_examples,test_examples,input_shapes,output_shapes
task111,tasks/task111.json,100204,1b2c0f3333ee7923a04ab6cea97c5aecd694879cc95e7247f8be59bd7aab496c,3,261,1,10x10,3x3
task112,tasks/task112.json,651406,9bea26f46522ca6628fd37eba64e3947caeb0602822cd02c2a92438f5a966244,3,262,1,10x10;10x11;10x13;10x14;10x15;10x19;10x26;10x27;10x29;11x10;11x14;11x15;11x23;11x24;11x28;11x30;12x10;12x11;12x13;12x14;12x18;12x19;12x22;12x23;12x26;12x27;12x30;13x10;13x11;13x16;13x17;13x18;13x20;13x22;13x24;13x26;13x28;14x10;14x20;14x22;14x23;14x28;15x12;15x14;15x18;15x19;15x21;15x22;15x26;15x27;15x29;16x11;16x13;16x17;16x21;16x23;16x24;16x25;16x26;16x27;17x10;17x12;17x13;17x14;17x21;17x25;17x30;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x19;18x21;18x23;18x24;18x26;18x27;18x30;19x11;19x13;19x17;19x18;19x21;19x23;19x28;19x29;19x30;20x11;20x13;20x14;20x15;20x18;20x21;20x24;20x28;20x29;20x30;21x11;21x12;21x13;21x15;21x18;21x19;21x23;21x28;22x11;22x19;22x21;22x27;22x30;23x11;23x12;23x14;23x15;23x16;23x17;23x19;23x23;23x24;23x30;24x11;24x12;24x13;24x18;24x22;24x25;24x26;24x27;24x28;25x12;25x13;25x14;25x16;25x19;25x21;25x24;25x25;25x26;25x28;25x29;26x12;26x13;26x15;26x16;26x18;26x19;26x20;26x21;26x22;26x24;26x27;27x14;27x15;27x16;27x17;27x18;27x19;27x20;27x22;27x23;27x27;27x28;28x11;28x13;28x16;28x19;28x21;28x22;28x24;28x25;28x26;28x27;28x28;29x10;29x11;29x12;29x13;29x14;29x17;29x18;29x20;29x25;29x27;29x28;29x30;30x15;30x18;30x20;30x21,10x10;10x11;10x13;10x14;10x15;10x19;10x26;10x27;10x29;11x10;11x14;11x15;11x23;11x24;11x28;11x30;12x10;12x11;12x13;12x14;12x18;12x19;12x22;12x23;12x26;12x27;12x30;13x10;13x11;13x16;13x17;13x18;13x20;13x22;13x24;13x26;13x28;14x10;14x20;14x22;14x23;14x28;15x12;15x14;15x18;15x19;15x21;15x22;15x26;15x27;15x29;16x11;16x13;16x17;16x21;16x23;16x24;16x25;16x26;16x27;17x10;17x12;17x13;17x14;17x21;17x25;17x30;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x19;18x21;18x23;18x24;18x26;18x27;18x30;19x11;19x13;19x17;19x18;19x21;19x23;19x28;19x29;19x30;20x11;20x13;20x14;20x15;20x18;20x21;20x24;20x28;20x29;20x30;21x11;21x12;21x13;21x15;21x18;21x19;21x23;21x28;22x11;22x19;22x21;22x27;22x30;23x11;23x12;23x14;23x15;23x16;23x17;23x19;23x23;23x24;23x30;24x11;24x12;24x13;24x18;24x22;24x25;24x26;24x27;24x28;25x12;25x13;25x14;25x16;25x19;25x21;25x24;25x25;25x26;25x28;25x29;26x12;26x13;26x15;26x16;26x18;26x19;26x20;26x21;26x22;26x24;26x27;27x14;27x15;27x16;27x17;27x18;27x19;27x20;27x22;27x23;27x27;27x28;28x11;28x13;28x16;28x19;28x21;28x22;28x24;28x25;28x26;28x27;28x28;29x10;29x11;29x12;29x13;29x14;29x17;29x18;29x20;29x25;29x27;29x28;29x30;30x15;30x18;30x20;30x21
task113,tasks/task113.json,107979,83612090ce8aafb064b6680846c7fb3a6c97e3f1259c6f6f3cb8c729ab703b41,2,262,1,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9
task114,tasks/task114.json,31602,0a6665793dfc638df61d36031490335033d702db96cd9964c7fa9787a334c96d,3,262,1,2x2;2x3;3x2;3x3,4x4;4x5;5x4;5x5
task115,tasks/task115.json,189348,56b2076603313a3e515366b55e2cac661d1991a6483241560228680fa498e950,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x18;10x19;10x20;10x23;11x11;11x12;11x13;11x14;11x15;11x16;11x17;11x19;11x20;11x22;11x23;11x25;11x9;12x10;12x11;12x12;12x13;12x14;12x16;12x17;12x20;12x21;12x24;12x9;13x11;13x12;13x14;13x15;13x16;13x17;13x18;13x19;13x21;13x8;13x9;14x10;14x13;14x14;14x15;14x16;14x17;14x19;14x23;14x24;14x26;14x27;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x18;15x19;15x20;15x22;15x23;15x24;15x26;15x28;15x29;15x8;15x9;16x10;16x11;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;16x24;16x6;16x9;17x11;17x12;17x13;17x14;17x16;17x9;18x10;18x11;18x12;18x13;18x8;19x10;19x11;19x12;19x14;19x15;19x16;19x8;20x10;20x13;20x15;20x16;20x8;20x9;21x10;21x11;21x13;21x14;21x15;21x16;22x10;22x11;22x12;22x16;22x9;23x10;23x11;23x15;24x12;24x16;24x8;24x9;25x12;26x9;28x12;28x14;29x15;29x16;30x15;8x12;8x13;8x14;8x15;8x16;8x17;8x19;8x21;8x22;8x25;8x9;9x10;9x13;9x14;9x16;9x17;9x20;9x23;9x24;9x7;9x8,1x3;1x4;3x1;4x1
task116,tasks/task116.json,40351,b5f1c16fed0ade1c346d9609837f40abed3e131296c8b65682b714a5c52124c1,4,262,1,3x4,6x4
task117,tasks/task117.json,307357,c511251a9e72169851499454aff37d3664a3292766fcfb74f04f9e7fe35e53f2,3,261,1,12x12;13x13;14x14;15x15,12x12;13x13;14x14;15x15
task118,tasks/task118.json,557367,37b803ff8aef577b645bd9d1a3c9d07b97b4f1a2d5379f5230d06db7cc182e94,4,262,1,10x12;10x13;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x15;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x16;14x11;14x12;14x14;14x15;14x17;15x12;15x14;15x15;15x16;15x17;15x18;16x13;16x14;16x16;16x17;17x14;17x15;17x17;17x19;17x20;18x15;18x16;18x17;18x18;18x19;18x20;18x21;19x16;19x17;19x18;19x19;19x20;19x21;19x22;20x17;20x18;20x19;20x20;20x21;20x22;20x23;21x20;21x21;21x22;21x23;21x24;22x19;22x20;22x21;22x23;22x24;22x25;23x21;23x22;23x23;23x25;23x26;24x21;24x22;24x23;24x24;24x25;24x26;24x27;25x22;25x23;25x24;25x25;25x26;25x27;25x28,10x12;10x13;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x8;11x9;12x10;12x11;12x12;12x13;12x14;12x15;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x16;14x11;14x12;14x14;14x15;14x17;15x12;15x14;15x15;15x16;15x17;15x18;16x13;16x14;16x16;16x17;17x14;17x15;17x17;17x19;17x20;18x15;18x16;18x17;18x18;18x19;18x20;18x21;19x16;19x17;19x18;19x19;19x20;19x21;19x22;20x17;20x18;20x19;20x20;20x21;20x22;20x23;21x20;21x21;21x22;21x23;21x24;22x19;22x20;22x21;22x23;22x24;22x25;23x21;23x22;23x23;23x25;23x26;24x21;24x22;24x23;24x24;24x25;24x26;24x27;25x22;25x23;25x24;25x25;25x26;25x27;25x28
task119,tasks/task119.json,249276,fe1bf197cc926a242ffee166d6e483445094b1141cc4c10d0608885e538bdd47,3,262,1,12x12,12x12
task120,tasks/task120.json,294996,704071f3b18890f2c7845c123ea117289971fd8fdabd888e2382ce9aa64e829b,3,262,1,10x12;11x12;11x13;12x11;12x12;12x13;12x14;13x12;13x13;13x14;13x15;14x12;14x13;14x14;15x13;15x14;16x14,10x12;11x12;11x13;12x11;12x12;12x13;12x14;13x12;13x13;13x14;13x15;14x12;14x13;14x14;15x13;15x14;16x14
task121,tasks/task121.json,157240,0c05d56761bd204df175ddb1ce18abb8569419a5ebd8ca296bf99ba29414f4a3,3,262,1,13x13,3x3
task122,tasks/task122.json,273472,bdd7ad7f373c0702773b45e440c541792e98a459376e6368d19ec9ef59646e9b,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x17;10x21;10x7;10x8;10x9;11x10;11x11;11x12;11x15;11x16;11x17;11x19;11x21;11x7;11x8;11x9;12x10;12x12;12x13;12x14;12x16;12x17;12x19;12x8;13x11;13x12;13x13;13x17;13x20;13x21;13x7;13x8;13x9;14x10;14x13;14x14;14x15;14x16;14x18;14x7;14x9;15x10;15x11;15x13;15x14;15x15;15x17;15x18;15x19;15x21;15x7;15x8;15x9;16x11;16x12;16x14;16x15;16x16;16x17;16x21;16x7;16x8;17x10;17x11;17x13;17x17;17x18;17x21;17x9;18x10;18x11;18x15;18x16;18x18;18x19;18x20;18x21;18x7;18x8;19x11;19x17;19x18;19x20;19x21;19x8;19x9;20x10;20x11;20x18;20x19;20x20;20x7;20x8;21x12;21x13;21x14;21x18;21x19;21x20;21x21;21x8;7x10;7x11;7x12;7x13;7x17;7x18;7x19;7x7;7x8;7x9;8x10;8x12;8x13;8x14;8x15;8x17;8x18;8x20;8x7;8x8;8x9;9x10;9x12;9x16;9x20;9x21;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x15;10x17;10x21;10x7;10x8;10x9;11x10;11x11;11x12;11x15;11x16;11x17;11x19;11x21;11x7;11x8;11x9;12x10;12x12;12x13;12x14;12x16;12x17;12x19;12x8;13x11;13x12;13x13;13x17;13x20;13x21;13x7;13x8;13x9;14x10;14x13;14x14;14x15;14x16;14x18;14x7;14x9;15x10;15x11;15x13;15x14;15x15;15x17;15x18;15x19;15x21;15x7;15x8;15x9;16x11;16x12;16x14;16x15;16x16;16x17;16x21;16x7;16x8;17x10;17x11;17x13;17x17;17x18;17x21;17x9;18x10;18x11;18x15;18x16;18x18;18x19;18x20;18x21;18x7;18x8;19x11;19x17;19x18;19x20;19x21;19x8;19x9;20x10;20x11;20x18;20x19;20x20;20x7;20x8;21x12;21x13;21x14;21x18;21x19;21x20;21x21;21x8;7x10;7x11;7x12;7x13;7x17;7x18;7x19;7x7;7x8;7x9;8x10;8x12;8x13;8x14;8x15;8x17;8x18;8x20;8x7;8x8;8x9;9x10;9x12;9x16;9x20;9x21;9x7;9x8;9x9
task123,tasks/task123.json,113984,e3316760830e2d00ee3572c34e1316bedf7009db7110b788898e498ffdf338a3,3,261,1,5x5,10x10
task124,tasks/task124.json,149877,32af357c71ce74a5842532a20edcd5412200ce9ec52b24b64d96aa178deee936,3,262,2,5x10;6x10;7x10;8x10,10x10
task125,tasks/task125.json,380309,6563e7f443c9d5b5589c43886cc0f77c6c9be013f6d1fe129f75369f9a720fa2,2,262,1,15x15,15x15
task126,tasks/task126.json,160474,2e3b88e1160d6e248619d553fb10e0322033d9c75b413d5bddd3ea028a9124cd,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x18;10x19;10x20;10x5;10x6;10x7;10x8;10x9;5x10;5x11;5x12;5x13;5x14;5x15;5x16;5x17;5x18;5x19;5x20;5x5;5x6;5x7;5x8;5x9;6x11;6x12;6x13;6x14;6x15;6x16;6x17;6x18;6x19;6x20;6x5;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x13;7x14;7x16;7x18;7x19;7x5;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x13;8x14;8x15;8x16;8x17;8x18;8x19;8x20;8x5;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x15;9x16;9x17;9x18;9x19;9x20;9x6;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x18;10x19;10x20;10x5;10x6;10x7;10x8;10x9;5x10;5x11;5x12;5x13;5x14;5x15;5x16;5x17;5x18;5x19;5x20;5x5;5x6;5x7;5x8;5x9;6x11;6x12;6x13;6x14;6x15;6x16;6x17;6x18;6x19;6x20;6x5;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x13;7x14;7x16;7x18;7x19;7x5;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x13;8x14;8x15;8x16;8x17;8x18;8x19;8x20;8x5;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x15;9x16;9x17;9x18;9x19;9x20;9x6;9x7;9x8;9x9
task127,tasks/task127.json,119339,9efc3a5c2401afa1642088474116dd5ea9c6a68d8028481a06ebb3814fdc2688,4,262,1,3x11;7x11,3x11;7x11
task128,tasks/task128.json,381744,5f0d5f6f7e90ac9d86ea015ee7169f8e039fbcfae3f078d53728d1b385dcf0ff,3,262,1,15x15,15x15
task129,tasks/task129.json,24149,7c5cf3f0d193dcc07741e957e6d4185f0d6a0ddbd92b5c30c058d7e459fe97af,3,261,1,3x3,3x3
task130,tasks/task130.json,84569,0b2942aa532ce12f8b29f7e5f32340bf1170b36b968669583f1ff368a8ccfd04,2,262,1,9x9,3x3
task131,tasks/task131.json,140204,e2b60b14ad5dc10e3334fbe6482481e3382948857db41cc809617acd7e1c69c4,3,262,1,16x4;16x5;17x4;17x5;18x4;18x5;4x16;4x17;4x18;5x16;5x17;5x18,16x4;16x5;17x4;17x5;18x4;18x5;4x16;4x17;4x18;5x16;5x17;5x18
task132,tasks/task132.json,192145,fb01f48e7f3177fe2dfeeb1370443986d83b63330f4696c881fbb8347d375296,4,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x6;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x15;11x6;11x7;11x8;12x10;12x11;12x12;12x13;12x14;12x6;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x6;13x7;13x8;13x9;14x10;14x11;14x12;14x13;14x14;14x15;14x7;14x8;14x9;15x10;15x11;15x12;15x13;15x14;15x15;15x6;15x7;15x8;15x9;6x10;6x11;6x12;6x13;6x14;6x15;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x13;7x14;7x15;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x14;8x15;8x6;8x7;8x8;9x10;9x11;9x12;9x13;9x14;9x6;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x15;10x6;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x15;11x6;11x7;11x8;12x10;12x11;12x12;12x13;12x14;12x6;12x7;12x8;12x9;13x10;13x11;13x12;13x13;13x14;13x15;13x6;13x7;13x8;13x9;14x10;14x11;14x12;14x13;14x14;14x15;14x7;14x8;14x9;15x10;15x11;15x12;15x13;15x14;15x15;15x6;15x7;15x8;15x9;6x10;6x11;6x12;6x13;6x14;6x15;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x13;7x14;7x15;7x6;7x7;7x8;7x9;8x10;8x11;8x12;8x14;8x15;8x6;8x7;8x8;9x10;9x11;9x12;9x13;9x14;9x6;9x7;9x8;9x9
task133,tasks/task133.json,873789,6435dcc3650d5ce842907d980f09aeed5d04241d761a8952981a87e17115a673,4,262,1,10x16;10x26;10x30;11x14;11x26;11x30;12x16;12x25;12x26;12x29;13x19;13x22;13x24;13x26;13x27;13x29;13x30;14x17;14x18;14x20;14x22;14x23;14x26;14x28;14x30;15x11;15x14;15x18;15x20;15x21;15x24;15x25;15x29;16x12;16x18;16x22;16x25;17x12;17x16;17x17;17x18;17x19;17x20;17x26;17x29;18x18;18x21;18x24;18x28;18x30;19x11;19x13;19x22;19x23;19x24;19x25;19x26;19x28;19x29;19x30;20x12;20x18;20x19;20x22;20x23;20x26;20x28;20x29;20x30;21x14;21x19;21x20;21x21;21x23;21x24;21x25;21x26;21x27;21x29;21x30;22x10;22x16;22x19;22x21;22x23;22x24;22x25;22x26;22x27;22x28;22x29;23x14;23x17;23x19;23x20;23x21;23x23;23x24;23x27;23x29;24x16;24x17;24x18;24x19;24x20;24x25;24x26;24x27;24x28;24x29;24x30;25x16;25x17;25x20;25x24;25x26;25x27;25x29;26x12;26x15;26x17;26x19;26x20;26x25;26x26;26x27;26x28;26x29;26x30;27x10;27x13;27x16;27x18;27x20;27x21;27x22;27x23;27x25;27x26;27x29;27x30;28x14;28x16;28x18;28x19;28x22;28x23;28x24;28x25;28x26;28x27;28x28;28x29;28x30;29x11;29x14;29x17;29x18;29x19;29x20;29x21;29x23;29x24;29x25;29x26;29x27;29x28;29x29;29x30;30x15;30x20;30x21;30x23;30x24;30x25;30x26;30x27;30x29,10x16;10x26;10x30;11x14;11x26;11x30;12x16;12x25;12x26;12x29;13x19;13x22;13x24;13x26;13x27;13x29;13x30;14x17;14x18;14x20;14x22;14x23;14x26;14x28;14x30;15x11;15x14;15x18;15x20;15x21;15x24;15x25;15x29;16x12;16x18;16x22;16x25;17x12;17x16;17x17;17x18;17x19;17x20;17x26;17x29;18x18;18x21;18x24;18x28;18x30;19x11;19x13;19x22;19x23;19x24;19x25;19x26;19x28;19x29;19x30;20x12;20x18;20x19;20x22;20x23;20x26;20x28;20x29;20x30;21x14;21x19;21x20;21x21;21x23;21x24;21x25;21x26;21x27;21x29;21x30;22x10;22x16;22x19;22x21;22x23;22x24;22x25;22x26;22x27;22x28;22x29;23x14;23x17;23x19;23x20;23x21;23x23;23x24;23x27;23x29;24x16;24x17;24x18;24x19;24x20;24x25;24x26;24x27;24x28;24x29;24x30;25x16;25x17;25x20;25x24;25x26;25x27;25x29;26x12;26x15;26x17;26x19;26x20;26x25;26x26;26x27;26x28;26x29;26x30;27x10;27x13;27x16;27x18;27x20;27x21;27x22;27x23;27x25;27x26;27x29;27x30;28x14;28x16;28x18;28x19;28x22;28x23;28x24;28x25;28x26;28x27;28x28;28x29;28x30;29x11;29x14;29x17;29x18;29x19;29x20;29x21;29x23;29x24;29x25;29x26;29x27;29x28;29x29;29x30;30x15;30x20;30x21;30x23;30x24;30x25;30x26;30x27;30x29
task134,tasks/task134.json,522056,6d5521d0b9608714b5b0ea4c3556502a4ae979aa03bcab6a099035aecfd7aa6b,3,262,1,20x20;20x21;20x22;20x24;20x26;20x27;20x28;20x29;20x30;21x20;21x21;21x23;21x24;21x25;21x26;21x27;21x28;21x29;21x30;22x20;22x21;22x22;22x23;22x24;22x25;22x26;22x28;22x29;22x30;23x20;23x21;23x22;23x23;23x25;23x26;23x27;23x28;23x30;24x20;24x21;24x22;24x23;24x24;24x25;24x26;24x27;24x28;24x29;24x30;25x20;25x21;25x22;25x24;25x25;25x26;25x27;25x29;25x30;26x20;26x22;26x23;26x24;26x25;26x26;26x27;26x28;26x30;27x20;27x21;27x22;27x23;27x24;27x25;27x26;27x27;27x28;27x29;28x21;28x22;28x23;28x24;28x25;28x26;28x27;28x28;28x29;29x20;29x21;29x22;29x23;29x24;29x25;29x27;29x28;29x29;29x30;30x20;30x21;30x22;30x24;30x25;30x26;30x28;30x30,3x3
task135,tasks/task135.json,84888,060c0a20ea1c20c89db9b7548ef7dfe9816df5d189a855927fbc01b9b1f076fb,4,261,1,9x9,3x3
task136,tasks/task136.json,176924,7eafce7cd6aa2bb3a428415dafdbcc8b551d1711d7943e623ecacc30ea6bed09,3,262,1,10x10,10x10
task137,tasks/task137.json,1022274,2d3d8d978bbe9a54e9503a5fe158f753fdd6ad1812b932231661c5e1a0d81783,3,262,1,20x20;21x21;22x22;23x23;24x24;25x25;26x26;27x27;28x28;29x29;30x30,20x20;21x21;22x22;23x23;24x24;25x25;26x26;27x27;28x28;29x29;30x30
task138,tasks/task138.json,389175,232476f5d7959a25b2e3486ae2f0d1052c44414d11afae5bc2675b694fb0ab18,3,262,1,10x10;10x11;11x10;11x11;11x12;12x11;12x12;12x13;13x12;13x13;13x14;14x13;14x14;14x15;15x14;15x15;15x16;16x15;16x16;16x17;17x16;17x17;17x18;18x17;18x18;18x19;19x18;19x19;19x20;20x19;20x20;20x21;21x20;21x21;21x22;22x21;22x22;22x23;23x22;23x23;23x24;24x23;24x24;24x25;25x24;25x25;26x25;9x10,10x10;10x11;10x12;10x13;10x14;10x15;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x18;11x19;11x8;12x10;12x11;12x12;12x13;12x14;12x15;12x17;12x19;12x8;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x19;13x9;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x20;14x22;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;15x9;16x11;16x14;16x15;16x16;16x17;16x19;17x10;17x11;17x12;17x14;17x15;17x16;18x10;18x15;18x16;18x17;19x12;20x16;20x20;20x21;20x23;21x21;22x13;22x17;22x18;6x6;6x7;6x8;6x9;7x10;7x7;7x8;7x9;8x10;8x12;8x13;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x15;9x7;9x8;9x9
task139,tasks/task139.json,144989,51a574c9734041f57d841e6fba4d3e0ecc5ad4a2a1a3758004a65696bf361808,2,262,1,9x9,9x9
task140,tasks/task140.json,24149,c2a27dcf7fc596e3515b9cc093335dd816af36138ddc0d620f853e92996e9543,2,262,1,3x3,3x3
task141,tasks/task141.json,322541,4916a142a6715c6ce9aa10d0c95bb4434516b4e112e1ed54df611fc763d209fa,3,261,1,11x11;13x13;15x15;17x17;19x19;21x21;5x5;7x7;9x9,11x11;13x13;15x15;17x17;19x19;21x21;5x5;7x7;9x9
task142,tasks/task142.json,47382,3799251af7f06a53b4cfc1dda485653df8daea3eacb51279636f3ce955335bd3,3,262,1,3x3,6x6
task143,tasks/task143.json,176924,e96633ee546b83d760bd58ccdb32cbe6c735611ddf5c7be420960be2d3bc3cef,3,262,1,10x10,10x10
task144,tasks/task144.json,55303,c7d3c060f3f0c9c9ac697f2e0a785892b54f24316184b8ad8066c893e3e3c2e2,4,262,1,9x4,4x4
task145,tasks/task145.json,376943,97f09e48187ddaf368923446932c89be0cd9f8bb00d4964aef56b3b20433d207,4,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20
task146,tasks/task146.json,41953,bdcc7e549648ee6fecaf400e674fecf2307937005676dddca89438b51c09c92b,4,262,1,9x3,3x3
task147,tasks/task147.json,43279,862a381ede1fe5e049a1827e502dd575a7144b065256ff494314361200b6c4e0,4,262,1,3x3;3x4;3x5;3x6;4x3;4x4;4x5;4x6;5x3;5x4;5x5;5x6;6x3;6x4;6x5;6x6,3x3;3x4;3x5;3x6;4x3;4x4;4x5;4x6;5x3;5x4;5x5;5x6;6x3;6x4;6x5;6x6
task148,tasks/task148.json,343728,a155179327caec6ef274eb5cfa58f9becba5c7765c3eeab275e29cd40a456e24,3,262,1,16x10;16x11;16x12;16x8;16x9;17x10;17x11;17x12;17x8;17x9;18x10;18x11;18x12;18x8;18x9;19x10;19x11;19x12;19x8;19x9;20x10;20x11;20x12;20x8;20x9;21x10;21x11;21x12;21x8;21x9;22x10;22x11;22x12;22x8;22x9;23x10;23x11;23x12;23x8;23x9;24x10;24x11;24x12;24x8;24x9,16x10;16x11;16x12;16x8;16x9;17x10;17x11;17x12;17x8;17x9;18x10;18x11;18x12;18x8;18x9;19x10;19x11;19x12;19x8;19x9;20x10;20x11;20x12;20x8;20x9;21x10;21x11;21x12;21x8;21x9;22x10;22x11;22x12;22x8;22x9;23x10;23x11;23x12;23x8;23x9;24x10;24x11;24x12;24x8;24x9
task149,tasks/task149.json,118315,8b005c8aee8121971c829b2f407d4adc09076ce5bad6fd5b97a68300e8131d94,4,262,1,11x11,3x3
task150,tasks/task150.json,73380,8f79f1e82ea9b4058646786e86d33ad26140872e020987c1660b042be67c9fb9,3,262,1,3x3;4x4;5x5;6x6;7x7;8x8;9x9,3x3;4x4;5x5;6x6;7x7;8x8;9x9
task151,tasks/task151.json,121504,8d8497b8dc2ae4e27f6ae15fe54f69af279617e751eea9e16838308991cf65ac,3,262,1,10x10;11x11;12x12;4x4;5x5;6x6;7x7;8x8;9x9,10x10;11x11;12x12;4x4;5x5;6x6;7x7;8x8;9x9
task152,tasks/task152.json,47560,dbf9cec253de52efa22c7de9aec3c64279e44ae795f1837cef16854fd772802b,4,262,1,3x3,6x6
task153,tasks/task153.json,100204,c5c0f4844d28a0b8378faaafe606f49c348caf5d498434b63239bbf29cab580f,3,261,1,10x10,3x3
task154,tasks/task154.json,381744,11f775acbf5f6f30f4177f3d978ebd64cda2fd058ed7714eae755410818b11e1,3,262,1,15x15,15x15
task155,tasks/task155.json,71042,b7271f4b197f9b77054ff1074b5db25fc420b72331c9c8be545be7a3b2db2b46,3,262,1,4x4;5x5;6x6;7x7;8x8,4x4;5x5;6x6;7x7;8x8
task156,tasks/task156.json,176259,ac5d668c7dd01c306e0aeb891bc72690901dcf7bb5dcc0a03c52f08ec592d59c,2,262,1,10x10,10x10
task157,tasks/task157.json,255759,e0688942b8fc2be43edfa08dc3a3f80fb406d55db9949bc31e594036a80b60a3,2,262,1,10x15,10x15
task158,tasks/task158.json,767524,058293126d01c88012b43ff522305c0f972a904a5d16be60dbf9361516c0e9d7,3,262,1,14x15;15x15;15x16;16x15;16x16;16x17;17x16;17x17;17x18;18x17;18x18;18x19;19x18;19x19;19x20;20x19;20x20;20x21;21x20;21x21;21x22;22x21;22x22;22x23;23x22;23x23;23x24;24x23;24x24;24x25;25x24;25x25;26x25,14x15;15x15;15x16;16x15;16x16;16x17;17x16;17x17;17x18;18x17;18x18;18x19;19x18;19x19;19x20;20x19;20x20;20x21;21x20;21x21;21x22;22x21;22x22;22x23;23x22;23x23;23x24;24x23;24x24;24x25;25x24;25x25;26x25
